time,temp,dew,date,RH
599679,31.6,22.9,1999-05-30T20:30:00Z,60.03
599680,30,21,1999-05-30T21:30:00Z,58.58
599681,30,22,1999-05-30T22:30:00Z,62.28
599682,31,22.5,1999-05-30T23:30:00Z,60.63
599684,29,20,1999-05-31T01:30:00Z,58.35
599685,29.2,20.4,1999-05-31T02:30:00Z,59.12
599688,27,21,1999-05-31T05:30:00Z,69.74
599689,26,18,1999-05-31T06:30:00Z,61.39
599691,29,22.5,1999-05-31T08:30:00Z,68.02
599693,30,19,1999-05-31T10:30:00Z,51.76
599694,33.4,20.6,1999-05-31T11:30:00Z,47.13
599695,33,17,1999-05-31T12:30:00Z,38.49
599697,37.4,17.4,1999-05-31T14:30:00Z,30.94
599698,37,14,1999-05-31T15:30:00Z,25.44
599700,38.4,15.4,1999-05-31T17:30:00Z,25.81
599701,35,18,1999-05-31T18:30:00Z,36.67
599702,33,19,1999-05-31T19:30:00Z,43.65
599703,31.6,22.9,1999-05-31T20:30:00Z,60.03
599704,30,19,1999-05-31T21:30:00Z,51.76
599706,29.8,24.4,1999-05-31T23:30:00Z,72.83
599709,29,22.9,1999-06-01T02:30:00Z,69.69
599710,28,20,1999-06-01T03:30:00Z,61.84
599711,27,21,1999-06-01T04:30:00Z,69.74
599712,27.4,23,1999-06-01T05:30:00Z,76.95
599715,29.4,22.7,1999-06-01T08:30:00Z,67.27
599718,33.6,21.35,1999-06-01T11:30:00Z,48.8
599721,37.8,20,1999-06-01T14:30:00Z,35.62
599722,37,17,1999-06-01T15:30:00Z,30.84
599724,38.6,17.9,1999-06-01T17:30:00Z,29.92
599727,32.8,23.4,1999-06-01T20:30:00Z,57.82
599729,31,21,1999-06-01T22:30:00Z,55.32
599730,30,23,1999-06-01T23:30:00Z,66.18
599731,30,23,1999-06-02T00:30:00Z,66.18
599732,30,20,1999-06-02T01:30:00Z,55.08
599733,29.6,21.9,1999-06-02T02:30:00Z,63.34
599734,29,22,1999-06-02T03:30:00Z,65.98
599735,28,23,1999-06-02T04:30:00Z,74.3
599736,27.8,21.9,1999-06-02T05:30:00Z,70.31
599739,28.4,22.8,1999-06-02T08:30:00Z,71.72
599741,31,22,1999-06-02T10:30:00Z,58.81
599742,33.2,21.8,1999-06-02T11:30:00Z,51.3
599745,38,17,1999-06-02T14:30:00Z,29.2
599747,39,12,1999-06-02T16:30:00Z,20.03
599748,39,14.5,1999-06-02T17:30:00Z,23.58
599750,35,22,1999-06-02T19:30:00Z,46.97
599751,32,22.7,1999-06-02T20:30:00Z,57.98
599754,30.4,24.1,1999-06-02T23:30:00Z,69.11
599756,30,22,1999-06-03T01:30:00Z,62.28
599757,28.8,22.6,1999-06-03T02:30:00Z,69.23
599760,26.4,22.2,1999-06-03T05:30:00Z,77.74
599763,28.4,22.8,1999-06-03T08:30:00Z,71.72
599766,34.2,21.2,1999-06-03T11:30:00Z,46.76
599769,39.8,16.2,1999-06-03T14:30:00Z,25.19
599771,40,18.1,1999-06-03T16:30:00Z,28.11
599772,38.4,20,1999-06-03T17:30:00Z,34.48
599774,34,22,1999-06-03T19:30:00Z,49.66
599775,32.2,22.3,1999-06-03T20:30:00Z,55.95
599776,31.6,23.65,1999-06-03T21:30:00Z,62.82
599777,31,25,1999-06-03T22:30:00Z,70.48
599778,30,24.9,1999-06-03T23:30:00Z,74.18
599781,29.2,21.8,1999-06-04T02:30:00Z,64.43
599784,27.2,22.5,1999-06-04T05:30:00Z,75.54
599785,27,21,1999-06-04T06:30:00Z,69.74
599787,28.8,23.9,1999-06-04T08:30:00Z,74.88
599788,29,22,1999-06-04T09:30:00Z,65.98
599789,31,23,1999-06-04T10:30:00Z,62.5
599790,33,23.2,1999-06-04T11:30:00Z,56.48
599792,35,21,1999-06-04T13:30:00Z,44.18
599795,40,17,1999-06-04T16:30:00Z,26.22
599796,38.6,22.5,1999-06-04T17:30:00Z,39.77
599798,34,25,1999-06-04T19:30:00Z,59.5
599799,32.8,25.2,1999-06-04T20:30:00Z,64.4
599800,32,25,1999-06-04T21:30:00Z,66.58
599801,32,26,1999-06-04T22:30:00Z,70.66
599802,31.4,23,1999-06-04T23:30:00Z,61.09
599803,31,23,1999-06-05T00:30:00Z,62.5
599804,30,24,1999-06-05T01:30:00Z,70.29
599805,29.4,24.5,1999-06-05T02:30:00Z,74.98
599806,29,24,1999-06-05T03:30:00Z,74.47
599807,29,22,1999-06-05T04:30:00Z,65.98
599808,28.2,23.6,1999-06-05T05:30:00Z,76.15
599809,28,22,1999-06-05T06:30:00Z,69.92
599811,30,24.3,1999-06-05T08:30:00Z,71.57
599814,33.4,24,1999-06-05T11:30:00Z,57.96
599816,35,22,1999-06-05T13:30:00Z,46.97
599817,36.4,23.6,1999-06-05T14:30:00Z,47.91
599818,37,22,1999-06-05T15:30:00Z,42.08
599819,38,21,1999-06-05T16:30:00Z,37.48
599820,38.4,22.3,1999-06-05T17:30:00Z,39.71
599821,38,21,1999-06-05T18:30:00Z,37.48
599822,36,23,1999-06-05T19:30:00Z,47.23
599823,32.4,24.1,1999-06-05T20:30:00Z,61.68
599824,32,21,1999-06-05T21:30:00Z,52.27
599826,30.2,26.3,1999-06-05T23:30:00Z,79.69
599829,30,24,1999-06-06T02:30:00Z,70.29
599830,29,24,1999-06-06T03:30:00Z,74.47
599832,28.4,24.1,1999-06-06T05:30:00Z,77.57
599833,28,24,1999-06-06T06:30:00Z,78.92
599835,30,24.9,1999-06-06T08:30:00Z,74.18
599837,32,24,1999-06-06T10:30:00Z,62.71
599838,34.4,21.1,1999-06-06T11:30:00Z,45.96
599839,34,23,1999-06-06T12:30:00Z,52.77
599840,36,22,1999-06-06T13:30:00Z,44.45
599841,38.6,20.3,1999-06-06T14:30:00Z,34.75
599842,39,21,1999-06-06T15:30:00Z,35.51
599843,39,20,1999-06-06T16:30:00Z,33.39
599844,40,18.3,1999-06-06T17:30:00Z,28.46
599845,39,19,1999-06-06T18:30:00Z,31.37
599847,33,25.5,1999-06-06T20:30:00Z,64.83
599850,30.6,24.3,1999-06-06T23:30:00Z,69.15
599851,31,25,1999-06-07T00:30:00Z,70.48
599852,30,23,1999-06-07T01:30:00Z,66.18
599853,29.4,22.7,1999-06-07T02:30:00Z,67.27
599854,29,24,1999-06-07T03:30:00Z,74.47
599856,28.4,23.5,1999-06-07T05:30:00Z,74.82
599859,29.6,23.2,1999-06-07T08:30:00Z,68.54
599860,30,24,1999-06-07T09:30:00Z,70.29
599861,32,22,1999-06-07T10:30:00Z,55.56
599862,33,22.2,1999-06-07T11:30:00Z,53.16
599865,38,19.9,1999-06-07T14:30:00Z,35.02
599867,39,22,1999-06-07T16:30:00Z,37.75
599868,39,18.9,1999-06-07T17:30:00Z,31.18
599870,36,24,1999-06-07T19:30:00Z,50.17
599871,32.6,23.4,1999-06-07T20:30:00Z,58.47
599872,32,25,1999-06-07T21:30:00Z,66.58
599873,31,27,1999-06-07T22:30:00Z,79.33
599874,31.4,22,1999-06-07T23:30:00Z,57.49
599875,31,23,1999-06-08T00:30:00Z,62.5
599877,29,24,1999-06-08T02:30:00Z,74.47
599880,28.6,23.4,1999-06-08T05:30:00Z,73.51
599882,29,24,1999-06-08T07:30:00Z,74.47
599883,29.8,23.4,1999-06-08T08:30:00Z,68.58
599886,34.2,22.6,1999-06-08T11:30:00Z,50.93
599890,37,22,1999-06-08T15:30:00Z,42.08
599892,37,22,1999-06-08T17:30:00Z,42.08
599893,37,22,1999-06-08T18:30:00Z,42.08
599904,29,24.1,1999-06-09T05:30:00Z,74.91
599906,30,24.55,1999-06-09T07:30:00Z,72.65
599909,31,25,1999-06-09T10:30:00Z,70.48
599910,33.4,23.3,1999-06-09T11:30:00Z,55.57
599912,34,23,1999-06-09T13:30:00Z,52.77
599913,36.8,22,1999-06-09T14:30:00Z,42.54
599915,38,23,1999-06-09T16:30:00Z,42.34
599916,39,21.2,1999-06-09T17:30:00Z,35.95
599919,34,23.4,1999-06-09T20:30:00Z,54.06
599920,33,25,1999-06-09T21:30:00Z,62.93
599921,32,25,1999-06-09T22:30:00Z,66.58
599922,31.6,24.2,1999-06-09T23:30:00Z,64.93
599923,32,24,1999-06-10T00:30:00Z,62.71
599924,31,25,1999-06-10T01:30:00Z,70.48
599925,30,24,1999-06-10T02:30:00Z,70.29
599926,29,25,1999-06-10T03:30:00Z,79.06
599928,29.2,24,1999-06-10T05:30:00Z,73.61
599929,29,25,1999-06-10T06:30:00Z,79.06
599931,31,24.4,1999-06-10T08:30:00Z,67.99
599932,31,26,1999-06-10T09:30:00Z,74.79
599933,33,25,1999-06-10T10:30:00Z,62.93
599934,35,22.9,1999-06-10T11:30:00Z,49.61
599935,35,24,1999-06-10T12:30:00Z,53.01
599937,38,22.8,1999-06-10T14:30:00Z,41.83
599938,39,24,1999-06-10T15:30:00Z,42.61
599939,40,23,1999-06-10T16:30:00Z,38.02
599940,40,21.1,1999-06-10T17:30:00Z,33.86
599941,40,22,1999-06-10T18:30:00Z,35.78
599943,34.4,24.5,1999-06-10T20:30:00Z,56.48
599944,33,25,1999-06-10T21:30:00Z,62.93
599946,31.6,23.5,1999-06-10T23:30:00Z,62.25
599947,31,25,1999-06-11T00:30:00Z,70.48
599948,31,25,1999-06-11T01:30:00Z,70.48
599949,31,24.4,1999-06-11T02:30:00Z,67.99
599952,30,24.9,1999-06-11T05:30:00Z,74.18
599955,31.2,24,1999-06-11T08:30:00Z,65.63
599956,32,25,1999-06-11T09:30:00Z,66.58
599957,33,25,1999-06-11T10:30:00Z,62.93
599958,35,23.2,1999-06-11T11:30:00Z,50.52
599959,35,25,1999-06-11T12:30:00Z,56.28
599961,39.4,23.2,1999-06-11T14:30:00Z,39.74
599962,38,24,1999-06-11T15:30:00Z,44.97
599963,39,24,1999-06-11T16:30:00Z,42.61
599964,40,21.4,1999-06-11T17:30:00Z,34.49
599967,34.6,24.4,1999-06-11T20:30:00Z,55.52
599968,34,25,1999-06-11T21:30:00Z,59.5
599969,33,25,1999-06-11T22:30:00Z,62.93
599970,31.4,24.3,1999-06-11T23:30:00Z,66.07
599971,31,25,1999-06-12T00:30:00Z,70.48
599972,31,26,1999-06-12T01:30:00Z,74.79
599973,30.6,24.9,1999-06-12T02:30:00Z,71.68
599976,31,23.8,1999-06-12T05:30:00Z,65.59
599979,31.8,24.1,1999-06-12T08:30:00Z,63.81
599981,33,24,1999-06-12T10:30:00Z,59.27
599982,35.4,23.7,1999-06-12T11:30:00Z,50.93
599985,38.4,21.9,1999-06-12T14:30:00Z,38.76
599986,39,23,1999-06-12T15:30:00Z,40.12
599988,38.8,23.5,1999-06-12T17:30:00Z,41.79
599989,37,23,1999-06-12T18:30:00Z,44.71
599990,36,23,1999-06-12T19:30:00Z,47.23
599991,34,24,1999-06-12T20:30:00Z,56.05
599992,33,23,1999-06-12T21:30:00Z,55.81
599993,32,24,1999-06-12T22:30:00Z,62.71
599994,31.4,25.2,1999-06-12T23:30:00Z,69.71
599995,31,25,1999-06-13T00:30:00Z,70.48
599996,31,25,1999-06-13T01:30:00Z,70.48
599997,31.4,24.3,1999-06-13T02:30:00Z,66.07
600000,30.2,23.2,1999-06-13T05:30:00Z,66.22
600001,30,24,1999-06-13T06:30:00Z,70.29
600002,30,24,1999-06-13T07:30:00Z,70.29
600003,30.8,23.9,1999-06-13T08:30:00Z,66.74
600006,32.6,23.7,1999-06-13T11:30:00Z,59.54
600009,36.8,23.35,1999-06-13T14:30:00Z,46.17
600010,38,23,1999-06-13T15:30:00Z,42.34
600011,38,23,1999-06-13T16:30:00Z,42.34
600014,34,24,1999-06-13T19:30:00Z,56.05
600015,32.4,23.5,1999-06-13T20:30:00Z,59.49
600016,32,25,1999-06-13T21:30:00Z,66.58
600017,31,24,1999-06-13T22:30:00Z,66.38
600018,30.4,25.3,1999-06-13T23:30:00Z,74.25
600019,30,27,1999-06-14T00:30:00Z,84.01
600020,30,27,1999-06-14T01:30:00Z,84.01
600021,29.6,25.4,1999-06-14T02:30:00Z,78.21
600022,30,27,1999-06-14T03:30:00Z,84.01
600023,30,25,1999-06-14T04:30:00Z,74.63
600024,30,24.3,1999-06-14T05:30:00Z,71.57
600025,30,25,1999-06-14T06:30:00Z,74.63
600027,31.4,23.9,1999-06-14T08:30:00Z,64.5
600028,32,24,1999-06-14T09:30:00Z,62.71
600030,33,23,1999-06-14T11:30:00Z,55.81
600031,34,23,1999-06-14T12:30:00Z,52.77
600032,35,23,1999-06-14T13:30:00Z,49.91
600033,36.4,22.2,1999-06-14T14:30:00Z,44.01
600034,37,23,1999-06-14T15:30:00Z,44.71
600035,36,23,1999-06-14T16:30:00Z,47.23
600036,37,21.5,1999-06-14T17:30:00Z,40.81
600037,36,23,1999-06-14T18:30:00Z,47.23
600038,33,25,1999-06-14T19:30:00Z,62.93
600039,32.4,23.5,1999-06-14T20:30:00Z,59.49
600040,32,24,1999-06-14T21:30:00Z,62.71
600041,31,25,1999-06-14T22:30:00Z,70.48
600042,31,23.8,1999-06-14T23:30:00Z,65.59
600043,31,25,1999-06-15T00:30:00Z,70.48
600044,30,26,1999-06-15T01:30:00Z,79.2
600045,29.8,24.4,1999-06-15T02:30:00Z,72.83
600046,29,26,1999-06-15T03:30:00Z,83.9
600047,29,26,1999-06-15T04:30:00Z,83.9
600048,29.4,24.1,1999-06-15T05:30:00Z,73.2
600049,29,26,1999-06-15T06:30:00Z,83.9
600051,30,24.6,1999-06-15T08:30:00Z,72.87
600053,32,25,1999-06-15T10:30:00Z,66.58
600054,34.8,22.7,1999-06-15T11:30:00Z,49.56
600057,36.6,21.4,1999-06-15T14:30:00Z,41.46
600058,37,22,1999-06-15T15:30:00Z,42.08
600059,37,22,1999-06-15T16:30:00Z,42.08
600060,37.4,20.2,1999-06-15T17:30:00Z,36.86
600063,32.4,22.5,1999-06-15T20:30:00Z,56
600064,32,24,1999-06-15T21:30:00Z,62.71
600066,31.2,25.3,1999-06-15T23:30:00Z,70.93
600067,31,25,1999-06-16T00:30:00Z,70.48
600069,30.6,23,1999-06-16T02:30:00Z,63.94
600072,29.6,23.4,1999-06-16T05:30:00Z,69.38
600074,30,25,1999-06-16T07:30:00Z,74.63
600075,30.2,24.2,1999-06-16T08:30:00Z,70.33
600076,32,24,1999-06-16T09:30:00Z,62.71
600077,32,24,1999-06-16T10:30:00Z,62.71
600078,33.8,21.8,1999-06-16T11:30:00Z,49.6
600079,35.7,23,1999-06-16T12:30:00Z,48.02
600081,37.6,21.2,1999-06-16T14:30:00Z,38.78
600082,38,22,1999-06-16T15:30:00Z,39.85
600084,37.6,20.5,1999-06-16T17:30:00Z,37.14
600085,38,21,1999-06-16T18:30:00Z,37.48
600086,34,25,1999-06-16T19:30:00Z,59.5
600087,32.2,24.2,1999-06-16T20:30:00Z,62.76
600089,31,24,1999-06-16T22:30:00Z,66.38
600090,31,22.2,1999-06-16T23:30:00Z,59.54
600091,31,23,1999-06-17T00:30:00Z,62.5
600092,30,24,1999-06-17T01:30:00Z,70.29
600093,29.6,22.9,1999-06-17T02:30:00Z,67.31
600096,29.4,23.6,1999-06-17T05:30:00Z,71.03
600099,31.4,24.3,1999-06-17T08:30:00Z,66.07
600102,34.4,22.5,1999-06-17T11:30:00Z,50.06
600105,37.2,22.1,1999-06-17T14:30:00Z,41.87
600108,38,20.3,1999-06-17T17:30:00Z,35.9
600109,37,23,1999-06-17T18:30:00Z,44.71
600111,32,24.3,1999-06-17T20:30:00Z,63.85
600112,32,25,1999-06-17T21:30:00Z,66.58
600113,31,26,1999-06-17T22:30:00Z,74.79
600114,30.6,24.3,1999-06-17T23:30:00Z,69.15
600115,30,27,1999-06-18T00:30:00Z,84.01
600116,30,26,1999-06-18T01:30:00Z,79.2
600117,30.4,24.7,1999-06-18T02:30:00Z,71.64
600120,29.6,24.1,1999-06-18T05:30:00Z,72.36
600121,30,24,1999-06-18T06:30:00Z,70.29
600123,30.2,24.2,1999-06-18T08:30:00Z,70.33
600124,31,24,1999-06-18T09:30:00Z,66.38
600126,32.6,23.7,1999-06-18T11:30:00Z,59.54
600127,33,23,1999-06-18T12:30:00Z,55.81
600132,36.4,22.9,1999-06-18T17:30:00Z,45.93
600138,34.4,23.2,1999-06-18T23:30:00Z,52.23
600139,29,26,1999-06-19T00:30:00Z,83.9
600140,28,27,1999-06-19T01:30:00Z,94.32
600141,27.2,26.6,1999-06-19T02:30:00Z,96.53
600144,26.6,25.7,1999-06-19T05:30:00Z,94.82
600145,26,26,1999-06-19T06:30:00Z,100
600146,27,26,1999-06-19T07:30:00Z,94.27
600147,26.4,25.8,1999-06-19T08:30:00Z,96.51
600150,28,25.7,1999-06-19T11:30:00Z,87.35
600153,30.2,26.6,1999-06-19T14:30:00Z,81.11
600156,30.4,25.4,1999-06-19T17:30:00Z,74.69
600159,29,24.1,1999-06-19T20:30:00Z,74.91
600162,25.4,23.7,1999-06-19T23:30:00Z,90.33
600165,25.4,24.8,1999-06-20T02:30:00Z,96.49
600168,25,24,1999-06-20T05:30:00Z,94.19
600171,25,24.1,1999-06-20T08:30:00Z,94.76
600174,26,25.1,1999-06-20T11:30:00Z,94.8
600177,27.6,25.3,1999-06-20T14:30:00Z,87.31
600180,28.4,26.4,1999-06-20T17:30:00Z,88.95
600183,27.4,25.7,1999-06-20T20:30:00Z,90.47
600186,26.6,24,1999-06-20T23:30:00Z,85.67
600189,26.6,25.2,1999-06-21T02:30:00Z,92.04
600192,25.8,25.2,1999-06-21T05:30:00Z,96.5
600194,28,27,1999-06-21T07:30:00Z,94.32
600195,26.6,25.7,1999-06-21T08:30:00Z,94.82
600197,28,26,1999-06-21T10:30:00Z,88.92
600198,28.8,25.7,1999-06-21T11:30:00Z,83.38
600205,28,27,1999-06-21T18:30:00Z,94.32
600209,27,26,1999-06-21T22:30:00Z,94.27
600210,27,26,1999-06-21T23:30:00Z,94.27
600212,28,27,1999-06-22T01:30:00Z,94.32
600213,28,27,1999-06-22T02:30:00Z,94.32
600214,27,26,1999-06-22T03:30:00Z,94.27
600216,29,28,1999-06-22T05:30:00Z,94.36
600219,28,26,1999-06-22T08:30:00Z,88.92
600220,26,24,1999-06-22T09:30:00Z,88.76
600224,31,27,1999-06-22T13:30:00Z,79.33
600225,32,27,1999-06-22T14:30:00Z,74.95
600227,33,27,1999-06-22T16:30:00Z,70.84
600228,32,25.8,1999-06-22T17:30:00Z,69.83
600229,29,25,1999-06-22T18:30:00Z,79.06
600231,27,25.3,1999-06-22T20:30:00Z,90.44
600232,27,25,1999-06-22T21:30:00Z,88.84
600233,27,26,1999-06-22T22:30:00Z,94.27
600234,27,25,1999-06-22T23:30:00Z,88.84
600237,26.6,24.9,1999-06-23T02:30:00Z,90.41
600238,27,26,1999-06-23T03:30:00Z,94.27
600240,26.6,25.7,1999-06-23T05:30:00Z,94.82
600243,28,26,1999-06-23T08:30:00Z,88.92
600244,29,26,1999-06-23T09:30:00Z,83.9
600245,30,25,1999-06-23T10:30:00Z,74.63
600246,31.2,25.6,1999-06-23T11:30:00Z,72.21
600249,33.6,25.5,1999-06-23T14:30:00Z,62.68
600252,35,25,1999-06-23T17:30:00Z,56.28
600258,29,27,1999-06-23T23:30:00Z,88.99
600259,30,25,1999-06-24T00:30:00Z,74.63
600260,29,25,1999-06-24T01:30:00Z,79.06
600261,28,25,1999-06-24T02:30:00Z,83.79
600264,27,26,1999-06-24T05:30:00Z,94.27
600266,27,25,1999-06-24T07:30:00Z,88.84
600267,28,25.4,1999-06-24T08:30:00Z,85.81
600268,29,25,1999-06-24T09:30:00Z,79.06
600269,29,24,1999-06-24T10:30:00Z,74.47
600271,31,24,1999-06-24T12:30:00Z,66.38
600272,33,24,1999-06-24T13:30:00Z,59.27
600274,35,23,1999-06-24T15:30:00Z,49.91
600276,35,22.6,1999-06-24T17:30:00Z,48.72
600277,35,22,1999-06-24T18:30:00Z,46.97
600278,33,25,1999-06-24T19:30:00Z,62.93
600279,31.2,26.2,1999-06-24T20:30:00Z,74.82
600280,31,27,1999-06-24T21:30:00Z,79.33
600281,31,27,1999-06-24T22:30:00Z,79.33
600282,30.4,25.6,1999-06-24T23:30:00Z,75.59
600283,30,25,1999-06-25T00:30:00Z,74.63
600285,28.4,23.8,1999-06-25T02:30:00Z,76.18
600286,28,25,1999-06-25T03:30:00Z,83.79
600287,27,25,1999-06-25T04:30:00Z,88.84
600288,26.8,24.5,1999-06-25T05:30:00Z,87.24
600290,27,24,1999-06-25T07:30:00Z,83.68
600291,28.4,25.3,1999-06-25T08:30:00Z,83.33
600292,29,24,1999-06-25T09:30:00Z,74.47
600293,30,23,1999-06-25T10:30:00Z,66.18
600295,32,25,1999-06-25T12:30:00Z,66.58
600296,35,24,1999-06-25T13:30:00Z,53.01
600297,34,24.4,1999-06-25T14:30:00Z,57.41
600300,35.2,22.8,1999-06-25T17:30:00Z,48.77
600303,32,25.5,1999-06-25T20:30:00Z,68.59
600304,32,26,1999-06-25T21:30:00Z,70.66
600305,31,27,1999-06-25T22:30:00Z,79.33
600306,31,23.8,1999-06-25T23:30:00Z,65.59
600309,29,24.7,1999-06-26T02:30:00Z,77.66
600311,28,24,1999-06-26T04:30:00Z,78.92
600312,27.4,24.5,1999-06-26T05:30:00Z,84.22
600313,27,25,1999-06-26T06:30:00Z,88.84
600315,28.6,25.6,1999-06-26T08:30:00Z,83.85
600316,30,22,1999-06-26T09:30:00Z,62.28
600318,31.6,25.1,1999-06-26T11:30:00Z,68.52
600321,34.6,23.8,1999-06-26T14:30:00Z,53.56
600322,36,23,1999-06-26T15:30:00Z,47.23
600323,36,23,1999-06-26T16:30:00Z,47.23
600324,35.4,23.4,1999-06-26T17:30:00Z,50.01
600326,33,24,1999-06-26T19:30:00Z,59.27
600327,31.4,25.2,1999-06-26T20:30:00Z,69.71
600328,31,24,1999-06-26T21:30:00Z,66.38
600330,30,26.4,1999-06-26T23:30:00Z,81.09
600331,30,26,1999-06-27T00:30:00Z,79.2
600332,30,24,1999-06-27T01:30:00Z,70.29
600333,29.6,24.8,1999-06-27T02:30:00Z,75.46
600336,27.6,24.4,1999-06-27T05:30:00Z,82.75
600338,28,25,1999-06-27T07:30:00Z,83.79
600339,28.4,25,1999-06-27T08:30:00Z,81.86
600340,29,24,1999-06-27T09:30:00Z,74.47
600341,30,24,1999-06-27T10:30:00Z,70.29
600342,31.4,24.3,1999-06-27T11:30:00Z,66.07
600344,33,23,1999-06-27T13:30:00Z,55.81
600345,34,23.4,1999-06-27T14:30:00Z,54.06
600347,35,23,1999-06-27T16:30:00Z,49.91
600348,35.4,22.4,1999-06-27T17:30:00Z,47.07
600349,35,23,1999-06-27T18:30:00Z,49.91
600351,31.4,23.9,1999-06-27T20:30:00Z,64.5
600352,32,23,1999-06-27T21:30:00Z,59.04
600354,30.6,24.3,1999-06-27T23:30:00Z,69.15
600355,30,23,1999-06-28T00:30:00Z,66.18
600356,30,24,1999-06-28T01:30:00Z,70.29
600357,29,23.5,1999-06-28T02:30:00Z,72.26
600360,27.4,24.2,1999-06-28T05:30:00Z,82.72
600361,27,24,1999-06-28T06:30:00Z,83.68
600363,28.2,24.5,1999-06-28T08:30:00Z,80.38
600366,31.2,24.3,1999-06-28T11:30:00Z,66.82
600369,35,21,1999-06-28T14:30:00Z,44.18
600371,35,20,1999-06-28T16:30:00Z,41.54
600372,35,21.2,1999-06-28T17:30:00Z,44.73
600373,34,21,1999-06-28T18:30:00Z,46.71
600374,33,22,1999-06-28T19:30:00Z,52.52
600375,31.4,23.9,1999-06-28T20:30:00Z,64.5
600378,30,23.7,1999-06-28T23:30:00Z,69.04
600379,30,24,1999-06-29T00:30:00Z,70.29
600380,30,21,1999-06-29T01:30:00Z,58.58
600381,29,23,1999-06-29T02:30:00Z,70.11
600383,28,23,1999-06-29T04:30:00Z,74.3
600384,28,23,1999-06-29T05:30:00Z,74.3
600387,27.4,24.2,1999-06-29T08:30:00Z,82.72
600389,30,23,1999-06-29T10:30:00Z,66.18
600390,31.2,23.7,1999-06-29T11:30:00Z,64.46
600393,34,23,1999-06-29T14:30:00Z,52.77
600395,35,20,1999-06-29T16:30:00Z,41.54
600396,34,23,1999-06-29T17:30:00Z,52.77
600400,31,23,1999-06-29T21:30:00Z,62.5
600402,31,23.2,1999-06-29T23:30:00Z,63.26
600405,28.6,22.7,1999-06-30T02:30:00Z,70.46
600408,27.2,23.7,1999-06-30T05:30:00Z,81.22
600410,27.8,24.05,1999-06-30T07:30:00Z,80.09
600411,28.4,24.4,1999-06-30T08:30:00Z,78.98
600414,30.4,24.1,1999-06-30T11:30:00Z,69.11
600417,33.4,22.7,1999-06-30T14:30:00Z,53.58
600420,33.8,22.9,1999-06-30T17:30:00Z,53.04
600422,33,21,1999-06-30T19:30:00Z,49.4
600423,31.6,23.2,1999-06-30T20:30:00Z,61.13
600424,32,23,1999-06-30T21:30:00Z,59.04
600425,32,21,1999-06-30T22:30:00Z,52.27
600426,31,22.2,1999-06-30T23:30:00Z,59.54
600427,30,21,1999-07-01T00:30:00Z,58.58
600429,28.8,22.3,1999-07-01T02:30:00Z,67.98
600430,28,22,1999-07-01T03:30:00Z,69.92
600431,28,23,1999-07-01T04:30:00Z,74.3
600432,27,23.2,1999-07-01T05:30:00Z,79.74
600435,28,23.7,1999-07-01T08:30:00Z,77.51
600438,31,22.9,1999-07-01T11:30:00Z,62.12
600439,32,22,1999-07-01T12:30:00Z,55.56
600440,33,21,1999-07-01T13:30:00Z,49.4
600441,34,22.4,1999-07-01T14:30:00Z,50.88
600442,34,20,1999-07-01T15:30:00Z,43.91
600444,32.6,23.4,1999-07-01T17:30:00Z,58.47
600447,30.6,23.7,1999-07-01T20:30:00Z,66.7
600449,31,23,1999-07-01T22:30:00Z,62.5
600450,30,22.4,1999-07-01T23:30:00Z,63.81
600451,29,21,1999-07-02T00:30:00Z,62.06
600452,29,22,1999-07-02T01:30:00Z,65.98
600453,28.4,24.1,1999-07-02T02:30:00Z,77.57
600454,28,22,1999-07-02T03:30:00Z,69.92
600456,27,22,1999-07-02T05:30:00Z,74.14
600458,28,23,1999-07-02T07:30:00Z,74.3
600459,28.4,23.8,1999-07-02T08:30:00Z,76.18
600461,30,23,1999-07-02T10:30:00Z,66.18
600462,31.2,23.7,1999-07-02T11:30:00Z,64.46
600465,34.2,21.9,1999-07-02T14:30:00Z,48.81
600468,34.8,21.3,1999-07-02T17:30:00Z,45.5
600469,35,21,1999-07-02T18:30:00Z,44.18
600471,32.8,21.6,1999-07-02T20:30:00Z,51.83
600472,33,21,1999-07-02T21:30:00Z,49.4
600474,30,22,1999-07-02T23:30:00Z,62.28
600475,30,20,1999-07-03T00:30:00Z,55.08
600477,28.6,22.7,1999-07-03T02:30:00Z,70.46
600479,28,22,1999-07-03T04:30:00Z,69.92
600480,27.6,23.2,1999-07-03T05:30:00Z,76.98
600483,28.4,23.8,1999-07-03T08:30:00Z,76.18
600484,29,23,1999-07-03T09:30:00Z,70.11
600485,31,23,1999-07-03T10:30:00Z,62.5
600486,32,23,1999-07-03T11:30:00Z,59.04
600489,34.8,22,1999-07-03T14:30:00Z,47.49
600492,34,22,1999-07-03T17:30:00Z,49.66
600495,31,23.8,1999-07-03T20:30:00Z,65.59
600498,30.2,22.9,1999-07-03T23:30:00Z,65.03
600500,29,22,1999-07-04T01:30:00Z,65.98
600501,29,22,1999-07-04T02:30:00Z,65.98
600504,27.8,23.7,1999-07-04T05:30:00Z,78.42
600506,29.9,23.85,1999-07-04T07:30:00Z,70.06
600510,32,24,1999-07-04T11:30:00Z,62.71
600512,32,23,1999-07-04T13:30:00Z,59.04
600513,33.4,22.7,1999-07-04T14:30:00Z,53.58
600514,35,22,1999-07-04T15:30:00Z,46.97
600515,34,22.65,1999-07-04T16:30:00Z,51.66
