time,temp,dew,date,RH
644526,30.4,24.7,2004-07-11T11:30:00Z,71.64
644529,31.4,26.1,2004-07-11T14:30:00Z,73.54
644532,30.4,25.6,2004-07-11T17:30:00Z,75.59
644535,29,25.6,2004-07-11T20:30:00Z,81.93
644538,28.6,25.05,2004-07-11T23:30:00Z,81.15
644541,28.2,24.5,2004-07-12T02:30:00Z,80.38
644544,28,24.6,2004-07-12T05:30:00Z,81.81
644547,28.6,24.6,2004-07-12T08:30:00Z,79
644550,30.4,25.3,2004-07-12T11:30:00Z,74.25
644553,31.8,25.6,2004-07-12T14:30:00Z,69.79
644556,30.6,25.5,2004-07-12T17:30:00Z,74.28
644559,29.6,25.1,2004-07-12T20:30:00Z,76.82
644562,29,25.3,2004-07-12T23:30:00Z,80.48
644565,28.2,24.8,2004-07-13T02:30:00Z,81.83
644568,28,23.7,2004-07-13T05:30:00Z,77.51
644571,29,25.3,2004-07-13T08:30:00Z,80.48
644574,31.6,24.2,2004-07-13T11:30:00Z,64.93
644577,32,24.9,2004-07-13T14:30:00Z,66.19
644580,34.4,26.2,2004-07-13T17:30:00Z,62.49
644583,27.8,25.8,2004-07-13T20:30:00Z,88.9
644586,28.2,25.7,2004-07-13T23:30:00Z,86.34
644589,28.2,25.1,2004-07-14T02:30:00Z,83.31
644592,27.6,25.3,2004-07-14T05:30:00Z,87.31
644595,29,25,2004-07-14T08:30:00Z,79.06
644598,31.2,24.7,2004-07-14T11:30:00Z,68.44
644601,31.4,25.8,2004-07-14T14:30:00Z,72.24
644604,30.4,25.6,2004-07-14T17:30:00Z,75.59
644607,29.2,26.7,2004-07-14T20:30:00Z,86.43
644610,28.6,25.8,2004-07-14T23:30:00Z,84.85
644613,28.2,25.1,2004-07-15T02:30:00Z,83.31
644616,28,25.2,2004-07-15T05:30:00Z,84.79
644619,29,25,2004-07-15T08:30:00Z,79.06
644622,29.6,25.7,2004-07-15T11:30:00Z,79.61
644625,32.4,25.7,2004-07-15T14:30:00Z,67.86
644628,30.4,25.6,2004-07-15T17:30:00Z,75.59
644631,29,26.2,2004-07-15T20:30:00Z,84.9
644634,28.8,26,2004-07-15T23:30:00Z,84.87
644637,28.4,25.9,2004-07-16T02:30:00Z,86.36
644640,28.2,25.7,2004-07-16T05:30:00Z,86.34
644643,29.6,25.1,2004-07-16T08:30:00Z,76.82
644646,31.6,24.5,2004-07-16T11:30:00Z,66.11
644649,32.8,26.1,2004-07-16T14:30:00Z,67.94
644652,31,26,2004-07-16T17:30:00Z,74.79
644655,29.4,26.3,2004-07-16T20:30:00Z,83.45
644658,29,25.9,2004-07-16T23:30:00Z,83.4
644661,28.6,25.8,2004-07-17T02:30:00Z,84.85
644664,28,26,2004-07-17T05:30:00Z,88.92
644667,26.4,24.4,2004-07-17T08:30:00Z,88.79
644670,24,24,2004-07-17T11:30:00Z,100
644673,25.2,25.2,2004-07-17T14:30:00Z,100
644676,29.2,26.7,2004-07-17T17:30:00Z,86.43
644679,28.4,26.4,2004-07-17T20:30:00Z,88.95
644682,28,26.6,2004-07-17T23:30:00Z,92.12
644685,26.4,25.8,2004-07-18T02:30:00Z,96.51
644688,26.4,26.1,2004-07-18T05:30:00Z,98.24
644691,26,26,2004-07-18T08:30:00Z,100
644694,25.8,25.8,2004-07-18T11:30:00Z,100
644697,25.4,25.4,2004-07-18T14:30:00Z,100
644700,28.4,26.2,2004-07-18T17:30:00Z,87.9
644703,28,25.4,2004-07-18T20:30:00Z,85.81
644706,27.8,25.5,2004-07-18T23:30:00Z,87.33
644709,27.6,26.2,2004-07-19T02:30:00Z,92.1
644712,27.6,25,2004-07-19T05:30:00Z,85.77
644718,27.6,26.2,2004-07-19T11:30:00Z,92.1
644721,27.8,26.4,2004-07-19T14:30:00Z,92.11
644724,30,26.1,2004-07-19T17:30:00Z,79.67
644727,28.6,25.5,2004-07-19T20:30:00Z,83.36
644730,28.4,25.9,2004-07-19T23:30:00Z,86.36
644733,28.2,25.9,2004-07-20T02:30:00Z,87.37
644736,27.8,25.5,2004-07-20T05:30:00Z,87.33
644739,27.2,26.4,2004-07-20T08:30:00Z,95.4
644742,29.4,26,2004-07-20T11:30:00Z,81.98
644745,30.4,26.2,2004-07-20T14:30:00Z,78.32
644748,30.4,26.2,2004-07-20T17:30:00Z,78.32
644751,28.6,25.5,2004-07-20T20:30:00Z,83.36
644754,27.2,25.8,2004-07-20T23:30:00Z,92.08
644757,27.8,26.1,2004-07-21T02:30:00Z,90.49
644760,27.4,26,2004-07-21T05:30:00Z,92.09
644763,27.4,25.4,2004-07-21T08:30:00Z,88.87
644766,28.6,25.2,2004-07-21T11:30:00Z,81.88
644769,28,26.2,2004-07-21T14:30:00Z,89.97
644772,29.2,25.2,2004-07-21T17:30:00Z,79.09
644775,27.4,24.5,2004-07-21T20:30:00Z,84.22
644778,27,24.1,2004-07-21T23:30:00Z,84.18
644781,26.6,25.2,2004-07-22T02:30:00Z,92.04
644784,25.4,23.9,2004-07-22T05:30:00Z,91.42
644787,28.2,25.7,2004-07-22T08:30:00Z,86.34
644790,30,25.2,2004-07-22T11:30:00Z,75.52
644793,30.6,25.5,2004-07-22T14:30:00Z,74.28
644796,29.6,25.4,2004-07-22T17:30:00Z,78.21
644799,28.6,26.4,2004-07-22T20:30:00Z,87.92
644802,28,25.7,2004-07-22T23:30:00Z,87.35
644805,28,25.2,2004-07-23T02:30:00Z,84.79
644808,27.4,24.5,2004-07-23T05:30:00Z,84.22
644811,28.6,25.8,2004-07-23T08:30:00Z,84.85
644814,30.6,23.4,2004-07-23T11:30:00Z,65.51
644817,32.6,24.7,2004-07-23T14:30:00Z,63.22
644820,30,25.8,2004-07-23T17:30:00Z,78.26
644823,28.6,26.1,2004-07-23T20:30:00Z,86.37
644826,28.6,26.1,2004-07-23T23:30:00Z,86.37
644829,28.2,24.8,2004-07-24T02:30:00Z,81.83
644832,27.4,24.5,2004-07-24T05:30:00Z,84.22
644835,28.6,24.3,2004-07-24T08:30:00Z,77.6
644838,30.8,23.6,2004-07-24T11:30:00Z,65.55
644844,31.2,25.9,2004-07-24T17:30:00Z,73.5
644847,29.2,25.2,2004-07-24T20:30:00Z,79.09
644850,29,26.2,2004-07-24T23:30:00Z,84.9
644853,28.6,24.3,2004-07-25T02:30:00Z,77.6
644859,28.2,24.7,2004-07-25T08:30:00Z,81.35
644862,29.4,23.9,2004-07-25T11:30:00Z,72.33
644865,28.6,24.9,2004-07-25T14:30:00Z,80.43
644868,28.6,25.8,2004-07-25T17:30:00Z,84.85
644871,27.6,26.2,2004-07-25T20:30:00Z,92.1
644874,27.6,25.3,2004-07-25T23:30:00Z,87.31
644877,27.8,25.2,2004-07-26T02:30:00Z,85.79
644880,26.6,25.7,2004-07-26T05:30:00Z,94.82
644883,26.6,25.7,2004-07-26T08:30:00Z,94.82
644886,28,26,2004-07-26T11:30:00Z,88.92
644889,27.8,25.5,2004-07-26T14:30:00Z,87.33
644892,24,24,2004-07-26T17:30:00Z,100
644895,25.2,24.9,2004-07-26T20:30:00Z,98.23
644898,24.4,23.8,2004-07-26T23:30:00Z,96.46
644901,24.6,24,2004-07-27T02:30:00Z,96.47
644904,24.2,23.9,2004-07-27T05:30:00Z,98.21
644907,24.6,24.3,2004-07-27T08:30:00Z,98.22
644910,26.6,26.3,2004-07-27T11:30:00Z,98.25
644913,27.4,26,2004-07-27T14:30:00Z,92.09
644916,27.4,25.1,2004-07-27T17:30:00Z,87.3
644919,25.8,25.2,2004-07-27T20:30:00Z,96.5
644922,26,24.6,2004-07-27T23:30:00Z,92.01
644925,26.6,25.7,2004-07-28T02:30:00Z,94.82
644928,26,24.6,2004-07-28T05:30:00Z,92.01
644931,27.4,25.1,2004-07-28T08:30:00Z,87.3
644934,30,24.9,2004-07-28T11:30:00Z,74.18
644937,31.2,25.6,2004-07-28T14:30:00Z,72.21
644940,29.6,26,2004-07-28T17:30:00Z,81.04
644943,28.2,25.2,2004-07-28T20:30:00Z,83.81
644946,27.8,26.1,2004-07-28T23:30:00Z,90.49
644949,26.6,25.5,2004-07-29T02:30:00Z,93.7
644952,27,25.3,2004-07-29T05:30:00Z,90.44
644955,28,26,2004-07-29T08:30:00Z,88.92
644958,27.8,25.9,2004-07-29T11:30:00Z,89.43
644961,25.8,25.8,2004-07-29T14:30:00Z,100
644964,25.4,25.4,2004-07-29T17:30:00Z,100
644967,25,25,2004-07-29T20:30:00Z,100
644970,25.4,25.4,2004-07-29T23:30:00Z,100
644973,25.8,24.1,2004-07-30T02:30:00Z,90.36
644976,25.2,24.9,2004-07-30T05:30:00Z,98.23
644979,24.6,24.6,2004-07-30T08:30:00Z,100
644982,25,25,2004-07-30T11:30:00Z,100
644985,24.6,24.6,2004-07-30T14:30:00Z,100
644988,24.4,24.1,2004-07-30T17:30:00Z,98.22
644991,24.4,24.4,2004-07-30T20:30:00Z,100
644994,25.4,24.2,2004-07-30T23:30:00Z,93.09
644997,25.2,24.9,2004-07-31T02:30:00Z,98.23
645000,26,25.7,2004-07-31T05:30:00Z,98.24
645003,25,24.1,2004-07-31T08:30:00Z,94.76
645006,25.6,25,2004-07-31T11:30:00Z,96.49
645009,26.8,24.5,2004-07-31T14:30:00Z,87.24
645012,25.4,24.5,2004-07-31T17:30:00Z,94.77
645015,24.2,23.6,2004-07-31T20:30:00Z,96.46
645018,25.2,24.3,2004-07-31T23:30:00Z,94.77
645021,26,24.3,2004-08-01T02:30:00Z,90.37
645024,25.6,24.1,2004-08-01T05:30:00Z,91.44
645027,26.6,24.3,2004-08-01T08:30:00Z,87.23
645030,27,25.3,2004-08-01T11:30:00Z,90.44
645033,23.4,23.4,2004-08-01T14:30:00Z,100
645036,25.4,24.5,2004-08-01T17:30:00Z,94.77
645039,24.8,23.9,2004-08-01T20:30:00Z,94.75
645042,25.8,24.4,2004-08-01T23:30:00Z,92
645045,26,24.6,2004-08-02T02:30:00Z,92.01
645048,26.4,24.4,2004-08-02T05:30:00Z,88.79
645051,27,24.7,2004-08-02T08:30:00Z,87.26
645054,26.8,25.7,2004-08-02T11:30:00Z,93.71
645057,25.4,25.4,2004-08-02T14:30:00Z,100
645060,26,26,2004-08-02T17:30:00Z,100
645063,25.6,25.6,2004-08-02T20:30:00Z,100
645066,25.6,25.7,2004-08-02T23:30:00Z,100.6
645069,25.8,25.8,2004-08-03T02:30:00Z,100
645072,25.4,25.4,2004-08-03T05:30:00Z,100
645075,28,25.4,2004-08-03T08:30:00Z,85.81
645078,26,26,2004-08-03T11:30:00Z,100
645081,26.4,25.8,2004-08-03T14:30:00Z,96.51
645084,26,26,2004-08-03T17:30:00Z,100
645087,26.2,25.9,2004-08-03T20:30:00Z,98.24
645090,25.8,25.8,2004-08-03T23:30:00Z,100
645093,25.6,25.3,2004-08-04T02:30:00Z,98.23
645096,26,25.1,2004-08-04T05:30:00Z,94.8
645099,24,24,2004-08-04T08:30:00Z,100
645102,24.8,24.8,2004-08-04T11:30:00Z,100
645105,26,25.7,2004-08-04T14:30:00Z,98.24
645108,27,26.4,2004-08-04T17:30:00Z,96.53
645111,25.6,25.6,2004-08-04T20:30:00Z,100
645114,25.4,24.8,2004-08-04T23:30:00Z,96.49
645117,25.8,24.6,2004-08-05T02:30:00Z,93.11
645120,25.6,24.1,2004-08-05T05:30:00Z,91.44
645123,25,24.7,2004-08-05T08:30:00Z,98.23
645126,25.4,25.4,2004-08-05T11:30:00Z,100
645129,25.4,25.4,2004-08-05T14:30:00Z,100
645132,25.4,25.4,2004-08-05T17:30:00Z,100
645138,25.6,24.7,2004-08-05T23:30:00Z,94.78
645141,25,24.1,2004-08-06T02:30:00Z,94.76
645144,25.2,25.2,2004-08-06T05:30:00Z,100
645147,25.4,25.4,2004-08-06T08:30:00Z,100
645150,25,25,2004-08-06T11:30:00Z,100
645153,26.4,26.4,2004-08-06T14:30:00Z,100
645156,27,25.9,2004-08-06T17:30:00Z,93.72
645159,26.4,25.8,2004-08-06T20:30:00Z,96.51
645162,26.4,25.8,2004-08-06T23:30:00Z,96.51
645165,26.6,25.7,2004-08-07T02:30:00Z,94.82
645168,25.6,25.3,2004-08-07T05:30:00Z,98.23
645171,26.6,25.7,2004-08-07T08:30:00Z,94.82
645174,27.6,26.2,2004-08-07T11:30:00Z,92.1
645177,26.6,26.6,2004-08-07T14:30:00Z,100
645180,28.2,25.7,2004-08-07T17:30:00Z,86.34
645183,27.4,25.4,2004-08-07T20:30:00Z,88.87
645186,27.2,25.5,2004-08-07T23:30:00Z,90.45
645189,27,25,2004-08-08T02:30:00Z,88.84
645192,27,24.4,2004-08-08T05:30:00Z,85.71
645195,27.6,25.3,2004-08-08T08:30:00Z,87.31
645198,28.4,26.4,2004-08-08T11:30:00Z,88.95
645201,29.4,26,2004-08-08T14:30:00Z,81.98
645204,28,25.9,2004-08-08T17:30:00Z,88.39
645207,26.4,24.9,2004-08-08T20:30:00Z,91.48
645210,27,25.6,2004-08-08T23:30:00Z,92.07
645213,26.4,25,2004-08-09T02:30:00Z,92.03
645216,26.2,25.1,2004-08-09T05:30:00Z,93.68
645219,26.6,25.2,2004-08-09T08:30:00Z,92.04
645222,27.4,26,2004-08-09T11:30:00Z,92.09
645225,28,25.7,2004-08-09T14:30:00Z,87.35
645228,28.2,25.4,2004-08-09T17:30:00Z,84.81
645231,27.4,24.8,2004-08-09T20:30:00Z,85.75
645234,25,25,2004-08-09T23:30:00Z,100
645237,25.8,24.6,2004-08-10T02:30:00Z,93.11
645240,25,25,2004-08-10T05:30:00Z,100
645243,25,24.7,2004-08-10T08:30:00Z,98.23
645246,25.6,25.6,2004-08-10T11:30:00Z,100
645249,27,25.6,2004-08-10T14:30:00Z,92.07
645252,25.2,24.9,2004-08-10T17:30:00Z,98.23
645255,26.4,25.5,2004-08-10T20:30:00Z,94.81
645258,26.4,25,2004-08-10T23:30:00Z,92.03
645261,26,23.7,2004-08-11T02:30:00Z,87.17
645264,26.4,25,2004-08-11T05:30:00Z,92.03
645267,26,24.6,2004-08-11T08:30:00Z,92.01
645270,25.8,25.5,2004-08-11T11:30:00Z,98.24
645273,26.2,25.9,2004-08-11T14:30:00Z,98.24
645276,26,25.7,2004-08-11T17:30:00Z,98.24
645279,26,26,2004-08-11T20:30:00Z,100
645282,26.4,25.8,2004-08-11T23:30:00Z,96.51
645285,26.2,25.9,2004-08-12T02:30:00Z,98.24
645288,26,25.1,2004-08-12T05:30:00Z,94.8
645291,26.4,25.8,2004-08-12T08:30:00Z,96.51
645294,28.4,25.6,2004-08-12T11:30:00Z,84.83
645297,29.4,26.3,2004-08-12T14:30:00Z,83.45
645300,29.2,26.7,2004-08-12T17:30:00Z,86.43
645303,27.8,24.3,2004-08-12T20:30:00Z,81.3
645306,27.4,25.4,2004-08-12T23:30:00Z,88.87
645309,27,24.7,2004-08-13T02:30:00Z,87.26
645312,26.8,24.8,2004-08-13T05:30:00Z,88.82
645315,27.4,25.4,2004-08-13T08:30:00Z,88.87
645318,27.6,26.2,2004-08-13T11:30:00Z,92.1
645321,28,25.7,2004-08-13T14:30:00Z,87.35
645324,27.6,25.9,2004-08-13T17:30:00Z,90.48
645327,27.4,25.4,2004-08-13T20:30:00Z,88.87
645330,27.4,25.4,2004-08-13T23:30:00Z,88.87
645333,26.6,25.2,2004-08-14T02:30:00Z,92.04
645336,25.8,25.2,2004-08-14T05:30:00Z,96.5
645339,25.4,24.8,2004-08-14T08:30:00Z,96.49
645342,25.4,25.4,2004-08-14T11:30:00Z,100
645345,26.8,25.1,2004-08-14T14:30:00Z,90.43
645348,26,24.6,2004-08-14T17:30:00Z,92.01
645351,25.4,24.8,2004-08-14T20:30:00Z,96.49
645354,26.2,26.2,2004-08-14T23:30:00Z,100
645357,26.6,25.2,2004-08-15T02:30:00Z,92.04
645360,26.4,24.4,2004-08-15T05:30:00Z,88.79
645363,26.8,24.8,2004-08-15T08:30:00Z,88.82
645366,27.8,25.2,2004-08-15T11:30:00Z,85.79
645369,29,25.3,2004-08-15T14:30:00Z,80.48
645372,28,25.2,2004-08-15T17:30:00Z,84.79
645375,27.2,24.9,2004-08-15T20:30:00Z,87.28
645378,27,25,2004-08-15T23:30:00Z,88.84
645381,26.6,24.9,2004-08-16T02:30:00Z,90.41
645384,26.4,25,2004-08-16T05:30:00Z,92.03
645387,27.2,25.5,2004-08-16T08:30:00Z,90.45
645390,28,25.4,2004-08-16T11:30:00Z,85.81
645393,28,25.7,2004-08-16T14:30:00Z,87.35
645396,27.4,25.4,2004-08-16T17:30:00Z,88.87
645399,27,24.7,2004-08-16T20:30:00Z,87.26
645402,26.8,25.1,2004-08-16T23:30:00Z,90.43
645405,26,24,2004-08-17T02:30:00Z,88.76
645408,26.4,25,2004-08-17T05:30:00Z,92.03
645411,27.5,25.6,2004-08-17T08:30:00Z,89.41
645414,28.8,25.7,2004-08-17T11:30:00Z,83.38
645417,29,25.3,2004-08-17T14:30:00Z,80.48
645420,28.4,25.3,2004-08-17T17:30:00Z,83.33
645423,27.2,24.9,2004-08-17T20:30:00Z,87.28
645426,27,25,2004-08-17T23:30:00Z,88.84
645429,26.6,24.6,2004-08-18T02:30:00Z,88.81
645432,25.6,24.7,2004-08-18T05:30:00Z,94.78
645435,27.6,25.3,2004-08-18T08:30:00Z,87.31
645438,29.2,25.2,2004-08-18T11:30:00Z,79.09
645441,28.6,26.4,2004-08-18T14:30:00Z,87.92
645444,28.2,25.7,2004-08-18T17:30:00Z,86.34
645447,27.6,25.3,2004-08-18T20:30:00Z,87.31
645450,27.2,25.2,2004-08-18T23:30:00Z,88.85
645453,26.4,25,2004-08-19T02:30:00Z,92.03
645456,26,24.6,2004-08-19T05:30:00Z,92.01
645459,27.4,24.5,2004-08-19T08:30:00Z,84.22
645462,28.4,25.6,2004-08-19T11:30:00Z,84.83
645465,29.4,25.1,2004-08-19T14:30:00Z,77.71
645468,28.4,25,2004-08-19T17:30:00Z,81.86
645471,27.4,24.5,2004-08-19T20:30:00Z,84.22
645474,27,24.1,2004-08-19T23:30:00Z,84.18
645477,26,25.1,2004-08-20T02:30:00Z,94.8
645480,26,24.6,2004-08-20T05:30:00Z,92.01
645483,27.4,24.5,2004-08-20T08:30:00Z,84.22
645486,27.4,24.5,2004-08-20T11:30:00Z,84.22
645489,28.6,25.2,2004-08-20T14:30:00Z,81.88
645492,27.6,24.7,2004-08-20T17:30:00Z,84.25
645495,26.8,24.2,2004-08-20T20:30:00Z,85.69
645498,26.6,24.9,2004-08-20T23:30:00Z,90.41
645504,25.8,24.4,2004-08-21T05:30:00Z,92
645507,27.6,25.3,2004-08-21T08:30:00Z,87.31
645510,29,25.6,2004-08-21T11:30:00Z,81.93
645513,28.6,24.9,2004-08-21T14:30:00Z,80.43
645516,25.4,25.1,2004-08-21T17:30:00Z,98.23
645519,25.4,24.8,2004-08-21T20:30:00Z,96.49
645522,26,24.6,2004-08-21T23:30:00Z,92.01
645525,26,26,2004-08-22T02:30:00Z,100
645528,26.4,25,2004-08-22T05:30:00Z,92.03
645531,27,25.3,2004-08-22T08:30:00Z,90.44
645534,28,24.9,2004-08-22T11:30:00Z,83.29
645537,30,25.2,2004-08-22T14:30:00Z,75.52
645540,28.4,25.6,2004-08-22T17:30:00Z,84.83
645543,27.6,25.3,2004-08-22T20:30:00Z,87.31
645546,27.4,25.1,2004-08-22T23:30:00Z,87.3
645549,26.8,24.2,2004-08-23T02:30:00Z,85.69
645552,26.6,24.6,2004-08-23T05:30:00Z,88.81
645555,27,24.7,2004-08-23T08:30:00Z,87.26
645558,28.6,24.6,2004-08-23T11:30:00Z,79
645561,28.6,24.9,2004-08-23T14:30:00Z,80.43
645564,28.2,25.1,2004-08-23T17:30:00Z,83.31
645567,27.2,25.8,2004-08-23T20:30:00Z,92.08
645570,27.4,25.7,2004-08-23T23:30:00Z,90.47
645573,27,25,2004-08-24T02:30:00Z,88.84
645576,26.6,24.9,2004-08-24T05:30:00Z,90.41
645579,27.4,25.7,2004-08-24T08:30:00Z,90.47
645582,29.4,24.8,2004-08-24T11:30:00Z,76.34
645585,29,26.2,2004-08-24T14:30:00Z,84.9
645588,29,26.2,2004-08-24T17:30:00Z,84.9
645591,28,25.7,2004-08-24T20:30:00Z,87.35
645594,27.6,24,2004-08-24T23:30:00Z,80.79
645597,27,24.7,2004-08-25T02:30:00Z,87.26
645600,26.6,24.9,2004-08-25T05:30:00Z,90.41
645603,27.6,24.7,2004-08-25T08:30:00Z,84.25
645606,29.8,24.4,2004-08-25T11:30:00Z,72.83
645612,29,24.7,2004-08-25T17:30:00Z,77.66
645615,27.8,25.2,2004-08-25T20:30:00Z,85.79
645618,27.6,24.4,2004-08-25T23:30:00Z,82.75
645621,27,24.4,2004-08-26T02:30:00Z,85.71
645624,26.6,24,2004-08-26T05:30:00Z,85.67
645627,27.6,24.4,2004-08-26T08:30:00Z,82.75
645630,29.8,24.1,2004-08-26T11:30:00Z,71.53
645633,30.4,24.7,2004-08-26T14:30:00Z,71.64
645636,28.4,24.4,2004-08-26T17:30:00Z,78.98
645639,27.6,24.4,2004-08-26T20:30:00Z,82.75
645642,27,24.1,2004-08-26T23:30:00Z,84.18
645645,26.6,24.3,2004-08-27T02:30:00Z,87.23
645648,26.6,23.7,2004-08-27T05:30:00Z,84.14
645651,27.6,24.1,2004-08-27T08:30:00Z,81.27
645654,29.4,23.9,2004-08-27T11:30:00Z,72.33
645657,29.4,24.5,2004-08-27T14:30:00Z,74.98
645660,28.8,24.8,2004-08-27T17:30:00Z,79.03
645663,27.4,24.5,2004-08-27T20:30:00Z,84.22
645666,27,24.1,2004-08-27T23:30:00Z,84.18
645669,26.6,24,2004-08-28T02:30:00Z,85.67
645672,26.4,23.8,2004-08-28T05:30:00Z,85.65
645675,27.6,24.1,2004-08-28T08:30:00Z,81.27
645678,29.4,24.6,2004-08-28T11:30:00Z,75.43
645681,29.4,23.9,2004-08-28T14:30:00Z,72.33
645684,29,24.1,2004-08-28T17:30:00Z,74.91
645687,27.6,24.1,2004-08-28T20:30:00Z,81.27
645690,27,24.1,2004-08-28T23:30:00Z,84.18
645693,26.6,23.7,2004-08-29T02:30:00Z,84.14
645696,26.6,24,2004-08-29T05:30:00Z,85.67
645699,28.2,24.2,2004-08-29T08:30:00Z,78.95
645702,29.4,24.2,2004-08-29T11:30:00Z,73.64
645705,30,24.3,2004-08-29T14:30:00Z,71.57
645708,29,24.7,2004-08-29T17:30:00Z,77.66
645711,27.8,24.6,2004-08-29T20:30:00Z,82.77
645714,27.2,24.3,2004-08-29T23:30:00Z,84.2
645717,26.8,24.2,2004-08-30T02:30:00Z,85.69
645720,26.8,24.2,2004-08-30T05:30:00Z,85.69
645723,28,24.3,2004-08-30T08:30:00Z,80.35
645726,30,24.3,2004-08-30T11:30:00Z,71.57
645729,29.6,24.15,2004-08-30T14:30:00Z,72.58
645732,29.2,24,2004-08-30T17:30:00Z,73.61
645735,28,24.3,2004-08-30T20:30:00Z,80.35
645738,27,24.4,2004-08-30T23:30:00Z,85.71
645741,27,24.1,2004-08-31T02:30:00Z,84.18
645744,26.8,23.9,2004-08-31T05:30:00Z,84.16
645747,27.8,24,2004-08-31T08:30:00Z,79.85
645750,29.8,23.1,2004-08-31T11:30:00Z,67.35
645753,30.6,23.7,2004-08-31T14:30:00Z,66.7
645756,29,23.8,2004-08-31T17:30:00Z,73.58
645759,27.6,24.4,2004-08-31T20:30:00Z,82.75
645762,27.2,24,2004-08-31T23:30:00Z,82.7
645768,26.4,23.5,2004-09-01T05:30:00Z,84.12
645771,27.8,24,2004-09-01T08:30:00Z,79.85
645774,30,23.7,2004-09-01T11:30:00Z,69.04
645777,31.2,22.8,2004-09-01T14:30:00Z,61.05
645780,30,23,2004-09-01T17:30:00Z,66.18
645783,27.8,23.7,2004-09-01T20:30:00Z,78.42
645786,27.2,24.3,2004-09-01T23:30:00Z,84.2
645789,26.6,24.3,2004-09-02T02:30:00Z,87.23
645792,26.4,23.8,2004-09-02T05:30:00Z,85.65
645795,27.6,23.8,2004-09-02T08:30:00Z,79.82
645798,30,23,2004-09-02T11:30:00Z,66.18
645801,32,21.7,2004-09-02T14:30:00Z,54.56
645807,27.6,23.8,2004-09-02T20:30:00Z,79.82
645810,27,23.2,2004-09-02T23:30:00Z,79.74
645813,26,23.7,2004-09-03T02:30:00Z,87.17
645816,26,24,2004-09-03T05:30:00Z,88.76
645819,28,23.7,2004-09-03T08:30:00Z,77.51
645822,30.6,23.4,2004-09-03T11:30:00Z,65.51
645825,32.4,21.8,2004-09-03T14:30:00Z,53.66
645828,30.4,23.1,2004-09-03T17:30:00Z,65.07
645831,28,23.7,2004-09-03T20:30:00Z,77.51
645834,27.4,24.3,2004-09-03T23:30:00Z,83.22
645837,27,24.7,2004-09-04T02:30:00Z,87.26
645840,26.4,23.5,2004-09-04T05:30:00Z,84.12
645843,27.4,23.9,2004-09-04T08:30:00Z,81.25
645846,30,22,2004-09-04T11:30:00Z,62.28
645849,32.2,21.6,2004-09-04T14:30:00Z,53.61
645852,30,21.4,2004-09-04T17:30:00Z,60.04
645855,27.6,23.5,2004-09-04T20:30:00Z,78.39
645858,27,24.1,2004-09-04T23:30:00Z,84.18
645861,26.6,23.7,2004-09-05T02:30:00Z,84.14
645864,26,23.1,2004-09-05T05:30:00Z,84.07
645867,27.6,23.5,2004-09-05T08:30:00Z,78.39
645870,29,21.9,2004-09-05T11:30:00Z,65.58
645873,32,21.7,2004-09-05T14:30:00Z,54.56
645876,31.6,20.5,2004-09-05T17:30:00Z,51.84
645879,27.6,22.9,2004-09-05T20:30:00Z,75.6
645882,27.4,23.9,2004-09-05T23:30:00Z,81.25
645885,27.2,24.3,2004-09-06T02:30:00Z,84.2
645888,26.6,23.7,2004-09-06T05:30:00Z,84.14
645891,27,24.8,2004-09-06T08:30:00Z,87.78
645894,30.2,23.9,2004-09-06T11:30:00Z,69.07
645897,32.4,22.2,2004-09-06T14:30:00Z,54.99
645900,30.4,22.5,2004-09-06T17:30:00Z,62.75
645903,28.8,24.8,2004-09-06T20:30:00Z,79.03
645906,25,24.7,2004-09-06T23:30:00Z,98.23
645909,25.4,24.2,2004-09-07T02:30:00Z,93.09
645912,25.6,24.7,2004-09-07T05:30:00Z,94.78
645915,28,26.3,2004-09-07T08:30:00Z,90.51
645918,31,25.4,2004-09-07T11:30:00Z,72.17
645921,30,25.5,2004-09-07T14:30:00Z,76.88
645924,30,25.8,2004-09-07T17:30:00Z,78.26
645927,28.4,25.7,2004-09-07T20:30:00Z,85.34
645930,27.6,26.2,2004-09-07T23:30:00Z,92.1
645933,27,24.7,2004-09-08T02:30:00Z,87.26
645936,26.6,26.3,2004-09-08T05:30:00Z,98.25
645939,27.8,26.7,2004-09-08T08:30:00Z,93.75
645942,32.2,24.2,2004-09-08T11:30:00Z,62.76
645945,34,24,2004-09-08T14:30:00Z,56.05
645948,31.4,23.6,2004-09-08T17:30:00Z,63.34
645951,29,25.3,2004-09-08T20:30:00Z,80.48
645954,28.6,26.6,2004-09-08T23:30:00Z,88.96
645957,28.4,26.4,2004-09-09T02:30:00Z,88.95
645960,27.6,24.7,2004-09-09T05:30:00Z,84.25
645963,27.8,23.4,2004-09-09T08:30:00Z,77.01
645966,30,23.7,2004-09-09T11:30:00Z,69.04
645969,31.6,24.2,2004-09-09T14:30:00Z,64.93
645972,29.8,24.4,2004-09-09T17:30:00Z,72.83
645975,28.4,25.6,2004-09-09T20:30:00Z,84.83
645981,27.2,22.5,2004-09-10T02:30:00Z,75.54
645984,26.8,23.3,2004-09-10T05:30:00Z,81.17
645987,28.2,22.9,2004-09-10T08:30:00Z,73
645990,30,22.7,2004-09-10T11:30:00Z,64.99
645993,31,23.8,2004-09-10T14:30:00Z,65.59
645996,29.6,24.5,2004-09-10T17:30:00Z,74.12
